Material Type,Machine Type,Output Quality,Temperature at Step 1 (°C),Pressure at Step 1 (bar),Processing Time at Step 1 (seconds),Temperature at Step 2 (°C),Pressure at Step 2 (bar),Processing Time at Step 2 (seconds),Temperature at Step 3 (°C),Pressure at Step 3 (bar),Processing Time at Step 3 (seconds),Temperature at Step 4 (°C),Pressure at Step 4 (bar),Processing Time at Step 4 (seconds),Temperature at Step 5 (°C),Pressure at Step 5 (bar),Processing Time at Step 5 (seconds),Temperature at Step 6 (°C),Pressure at Step 6 (bar),Processing Time at Step 6 (seconds),Temperature at Step 7 (°C),Pressure at Step 7 (bar),Processing Time at Step 7 (seconds),Temperature at Step 8 (°C),Pressure at Step 8 (bar),Processing Time at Step 8 (seconds),Temperature at Step 9 (°C),Pressure at Step 9 (bar),Processing Time at Step 9 (seconds),Temperature at Step 10 (°C),Pressure at Step 10 (bar),Processing Time at Step 10 (seconds)
Type A,Machine 1,1,60.19342730558306,5.5263066463254304,117.26373891234094,238.06407468681437,18.894930654888725,7.115365456951058,41.69329578728256,8.01452970179917,107.46132865416654,46.35321747605918,5.994054736264827,126.68592848532374,27.17643387495076,2.7458041681398284,78.71081133741801,93.84765217865186,7.505708232971468,297.94321948045786,50.22822357656392,2.419071695361428,171.45471785138022,62.21488241345387,7.446522887976897,244.58083969632807,88.66102518722144,5.936253879177657,233.39700149340283,31.08922026446396,9.492674242718842,204.26849191585853
Type B,Machine 1,1,36.124420404552346,6.2061197357697075,269.9659160411334,90.1872573534784,8.422662053290804,215.6687867899701,60.20585787132794,3.290672963532484,297.0476168764351,74.89156476137731,2.2180710093555005,56.0044309779454,98.83633031748163,2.470397070856396,240.33305569803227,61.89598227582927,9.690590819249282,215.55944205501248,95.88218804651373,6.511266632443335,239.29460963858082,69.09949947467328,2.902797802301761,107.0769773015575,39.018492385427415,9.627212899941245,115.80329111942277,79.37686279537911,7.243645464595302,290.24122731214277
Type C,Machine 3,0,84.46883887106898,9.487240199136886,127.13413079253841,59.588937446216185,2.8372710130448837,115.75333731091634,49.8017007278917,3.777181591141295,140.80945531965395,32.42241971570672,5.4016532682199285,173.09132924442957,24.357689601874306,8.10129059220165,62.42731552384946,72.8525157464956,8.349150173194936,156.48123413479084,92.62501697620769,9.396304361688072,200.00116361731043,262.3478028515176,20.32852652569194,2.0916415116627163,90.34352227049325,3.2272922258937844,126.71152903735221,49.002198258275094,1.3781936735327607,121.73613980836794
Type B,Machine 1,0,41.26676251519839,4.602681277153493,170.40899426777878,35.36232206221997,8.60076901447582,243.68880731966712,93.39714537973735,6.612133505568546,292.54230009420553,30.632670967142097,4.2360969713957335,58.08625553999984,82.05739437673287,7.111791032466581,217.0501343842463,89.64147081777698,1.5652300485777897,243.42596894533105,94.54797583441915,2.9781955075155357,192.7982185597044,81.57659970078052,3.9676697471861084,257.37059315660326,45.24514262550075,3.270447579880811,213.12830697522492,70.84431025527061,1.4110318923522769,65.90077093325034
Type B,Machine 2,0,56.483550388533736,5.579604658417531,276.8095139509232,28.039443219248447,9.434925484351359,270.01755328940294,79.92621626282971,4.499718286593184,240.41334808890468,58.223395357570425,9.20876615383717,138.16726546257667,94.44106389322322,6.433564805841711,83.81840315866633,49.10741331657303,7.365341483763358,160.0304118105495,21.16061958794207,9.791151664049258,110.22142688173363,98.27429385125531,9.321768886207705,290.7685842531639,34.65664390958576,7.829018306522977,194.30845147473087,25.94374037395906,8.071682051759247,197.53941067979576
Type A,Machine 1,1,79.34201198507782,2.65481383228498,57.845772739771995,33.20705086381348,7.057097199858936,58.71877266678162,30.62516059308649,9.240785725420118,215.28375503860065,74.32173383303389,7.692508786983035,50.686495817802694,93.10217192172428,2.975053238505481,249.79923366674856,75.09171332054095,1.1039856861439246,261.3698447079198,73.53364080996886,7.822510367074298,272.6603695170143,75.15428472621457,4.187325176962466,243.28697381325887,22.71984717746431,4.5817901117903315,122.2265107163483,54.50163117304346,7.247038254574974,101.6426696325129
Type A,Machine 2,1,52.16128819627482,5.758412065898805,290.2167322746774,75.42082762174593,7.940969936120445,98.12992840678795,95.80866160509385,1.6331438427900205,232.51999177428672,51.32658705829047,6.2316287235392895,143.83772593600685,36.64241993913116,5.64050029066052,221.29713973887672,89.26120112658221,1.016227498436383,207.46745394587884,71.53871572195003,5.663156292415617,279.1358637359133,87.81954799824922,4.8191556198857395,229.3904370705501,88.14901995362503,4.995634532110605,194.32481824375273,42.985351479962766,2.38075163367816,98.3783796058207
Type C,Machine 3,0,94.24185512133116,3.3725705247984825,258.2918800583313,83.4463056796215,3.220127909677653,290.48051945322743,23.796109253620834,3.387290383333984,205.0385223221141,51.46691793325752,4.6119106687470595,165.96949536760155,48.01922788479714,5.431017332250764,281.2939387671305,30.949468428318177,9.793125383622334,98.89431181752994,51.111002548961864,7.724547646444295,240.25736324302304,38.379799467074335,2.2420234907936303,61.165095822828704,70.70847853067583,7.371964508138773,280.94193060639566,70.61757658773845,8.717897708290502,284.27596536098565
Type B,Machine 3,1,67.38134457728944,4.460103748373336,71.51652590513581,23.75537579069899,5.596229313288058,164.47360504464737,23.22529231848221,6.763833525668108,108.21682450191676,33.267719467185024,9.619731209592754,238.50383906359792,25.942039922387625,2.0458225658169398,199.43848603956792,20.077939652574123,1.2945787024096502,103.50559126735826,22.9390448150287,6.6816258736568495,173.8992213673627,30.412965749435426,5.180704603052814,257.95216870779336,37.06803310294579,7.282939122645634,269.8162997507052,41.59375665898295,4.541368490303164,265.02592509512215
Type C,Machine 2,0,61.347104556815076,4.655402288128662,166.23545665583052,28.73858866406259,2.3046738397770694,186.15707925496793,96.3702954000575,1.1254275545459063,156.6191222134251,24.773976282687933,9.954246371117938,256.8417114544935,32.940021982398164,1.6173764497380994,208.48893097369478,33.317316410065,5.839527717901174,155.01482618848786,97.5733426762362,8.129881393017495,296.9928140831971,78.49534079544611,6.463218531085289,96.55787713284154,56.50273650151703,9.639125355419793,275.2659049610435,67.06927694515393,6.980553504715646,82.43610310960125
Type B,Machine 3,0,20.046085843601375,5.798138485032477,224.68503968270213,78.72492072239055,5.155178714975346,172.55625366180004,47.877241210149066,7.811538459437614,118.65226271860116,96.99441516009549,2.9949462102793447,206.358048223866,41.9865852601762,9.136236123799359,75.0667005407148,86.56497733811617,3.0644400280059587,176.03318393460148,37.49458975084608,7.39207017185062,203.9394123581271,68.68181603126882,2.579505016573037,141.60079240169563,70.41626259578268,4.94630558306917,257.3427783222438,42.356421930522934,7.460923346677165,138.89169626607682
Type B,Machine 3,0,51.31637332469053,8.395580666778649,228.24066192016036,97.54155776473871,6.464173632513678,173.7187926695046,66.85767635821193,3.0069236963069725,156.2900551349067,29.009907862817606,9.242423395919467,116.72628964682755,45.96798890720702,7.458846013425337,247.36566284822734,24.04431746104441,8.474864953900177,136.1025572792197,73.57685573579926,6.97984637352501,58.59421211472325,81.07617188831526,4.493361735879221,144.4751553917742,71.89722386659975,4.276123501245087,178.85262024369553,29.445427332612102,9.684927721034608,115.39924644959835
Type C,Machine 3,1,66.99146653110353,7.431827870388689,258.07398293189834,93.47141797431573,8.918516517504226,238.49062434602905,54.21678010677849,5.0654555092256714,129.79720758893677,24.769178353595038,9.378996293421174,135.90012443790545,88.20384973609465,3.5204578380797895,57.20348457004516,70.10110477850739,5.286368339967141,198.03043929127435,28.883835324292704,1.6561710133111012,170.627844687411,54.254169890198355,2.622834773729072,278.77583396718586,58.379219553532515,8.054830329360055,235.93961938914478,48.13073629391703,8.702237444698326,71.86881763628226
Type A,Machine 2,0,55.052861179917045,5.78743571894714,144.69872834900772,87.72820279183308,7.453163565745515,256.8845755642093,37.01236404119101,3.9957657080245377,295.2378721584315,96.81666666262015,6.233140991638571,288.5710266785012,23.584494513972327,1.4627908462486126,91.32145771446588,40.5652907351644,8.364790726991924,158.8533609017254,58.3950875522432,3.358287127405047,286.2544712223536,77.64594223525106,8.665879720971606,200.06820730775775,28.398172121056177,5.285336408572011,185.0104432717481,21.692725919237734,7.773266881813661,242.36563968656188
Type C,Machine 1,0,74.60708308355208,5.590327791107242,257.8294816269281,73.84928175231849,7.847045312570227,204.01297838082107,83.96498372508844,3.7906655974281396,217.13212456811507,72.60748920079658,2.839420476999192,137.75787475169014,26.448789768783556,4.462870395645316,91.57845712874439,91.56121520837442,6.415581993390031,84.67167440270052,79.28267563348489,8.131047493682196,58.48605538799788,87.41123842787472,8.690353192223645,270.6772586654965,54.83437390887997,9.182019530958446,203.69699363807,71.5374408843424,2.586402290203818,61.79594719225183
Type B,Machine 3,1,74.27899032369746,7.352088169797667,112.04327020492306,58.19499149745401,1.3855324122423796,173.65030659826584,75.41521444389878,3.1076112404859413,176.078666717894,33.06509436509466,5.3135356049182025,151.24021388057713,62.86333838405655,1.8779332104293545,265.59740955068975,32.2989881038589,4.112230486650509,100.87280900622656,39.792793430572,2.0470977533888304,116.46956509384036,48.86811631648292,3.491711802430189,114.1654556976763,24.28635801283237,8.43771990297333,151.31521059453976,27.458969193157145,3.019161053132043,70.5762416039866
Type B,Machine 1,1,55.48895376233399,8.22849566099644,180.1105761264038,66.16052131884746,3.5667383100012016,243.26025645837555,94.14530419012564,9.89298590665597,116.77287118681987,86.72168507141839,8.540100633917497,250.89715950222333,78.17425544526537,4.786313121155193,209.6079091037485,35.874692140558224,9.06984505216993,289.8820344923655,90.67930639812542,1.199129656891362,142.31691099364548,94.166532659972,1.980397010693126,241.63058167227734,63.66330103558198,2.650152301979614,215.37682534629369,98.58384607607066,4.376747094868717,257.4221056018739
Type C,Machine 3,1,89.97616752035252,5.885950644918358,64.71138254665166,64.47947396331878,5.350403645016691,197.48462481335605,47.923177582514576,9.701813911101217,246.5220609506574,69.32588714738858,6.7632981898538995,140.4244883685015,35.2756764363393,9.803298248388792,71.47568274493699,66.13419190214434,8.970698900712332,98.24764999265346,42.07046863196413,6.073555130222698,169.72586181041146,47.90435317395068,3.5888886606769663,97.71319770258881,60.20152113125051,9.363338745747798,74.33119740559806,81.9434483126668,9.45128823944045,123.2378012068218
Type B,Machine 3,1,40.48990813696911,6.554011678326482,242.85822223744788,81.62934983130866,4.6182948164096205,109.05726577994147,80.93732997561365,8.671524187770714,245.88442779751827,50.88917964618492,4.126791516271637,137.29010325634664,57.670695880507886,8.960685799143015,187.24916271431644,45.84311062063883,5.229716358774539,200.3349778145544,40.10873448332035,3.8880376764758244,243.4273618345428,97.40903071569501,7.6676553473768685,97.23937067576378,34.25768767819862,9.85613372858772,288.7773083435119,21.205365719805904,9.72417289338367,106.12060034869418
Type B,Machine 1,0,96.04010410984004,6.556849063746637,289.50639635744267,25.094894162519637,7.333179076912331,168.07712335094234,27.207064273908486,5.2305138655105265,205.76617578190968,65.36719084744587,3.2801876052860597,257.51933532136366,79.90507184244882,8.274439142660464,62.25616290589315,21.857058524528643,1.639766383009131,234.03908959921108,95.61295593249214,5.334862912959232,201.82286465730377,26.652033719830897,5.515165932352858,241.57369897714491,44.14502850119314,9.396055136108039,69.24125332128563,46.7695630469217,3.5506132119513487,132.98849797204093
Type C,Machine 1,0,68.95787395267376,1.8051125467530982,297.8704712203953,74.89352147721513,3.251502783296349,147.3808752591097,59.09839008698774,4.117636391916159,126.20373985288528,64.66614809625847,5.755710297421529,241.36825206557413,26.010116712981706,3.0506180719837532,136.2333128918744,40.85910907806146,8.721822951773893,288.70031593131955,49.402716225114176,6.83491254796819,104.53576279788125,25.99972942172502,9.860751452542749,193.10962715044454,43.16792068825576,6.367754109320395,296.3071908461492,40.166819922139226,9.726289080599388,297.4482549573687
Type C,Machine 1,1,76.70321094166363,2.1453947209479822,90.29071252602839,71.81694810029673,5.397223968971069,190.0282259811766,45.039350051952425,3.3734599691076186,58.13428470278726,25.074792419885227,8.712421526920547,70.86957930317537,27.818528339011017,9.894159549738692,217.71439413458955,85.99603444504653,8.4820614423476,253.2248587846811,44.88983179476121,3.869656762055998,118.26861017914817,47.84470566934755,5.195221244219167,181.60262188533764,58.14985883751099,2.2487743827773787,192.38338807028012,44.91730835104191,7.628049163760932,274.84585769050284
Type C,Machine 2,0,35.67953718458672,2.8469569482436587,126.80435439440907,23.76152965096688,7.930167288138373,204.8886073376281,82.48966260439435,9.978836294140754,283.33373639191257,28.954841855561213,8.717744660247625,163.9563887065541,35.33950284200109,3.6170996122920642,176.79929022511868,79.41752292152113,9.073122158152062,74.87787045915871,60.75383938173714,4.514503935236281,137.74274266345972,82.35030018725375,9.634755827994251,50.96697558895434,88.84803160337785,1.4691418287324693,250.2479897043465,65.12271984947508,2.5317901118426733,100.28373804944013
Type C,Machine 2,0,96.68535843412732,3.8545101508965747,170.63542040939927,76.94012710142056,2.7286884308282424,193.03914275382746,26.33937932107927,8.784396844815486,83.46942106748682,38.81681275740641,1.5790530244090086,51.97072976420659,50.13128609182487,5.005958785098039,79.45597769407566,22.796179324809422,2.971537027567572,280.05219754705115,71.13743985877201,9.828870332167996,90.16277082336856,77.82190290258617,8.677371352819016,143.08853891356313,55.38521700666726,1.4855978599013944,71.29165152198959,45.488447404828776,7.2264770941840455,244.76537028768246
Type B,Machine 1,1,78.79537408321016,8.591219119159213,121.9120804524575,80.07178685229958,3.4606420586663047,209.3467758195271,56.834447346255494,6.410255237684755,273.41267372594905,54.39671063115264,5.742389930079594,228.92384291941363,66.64529267774296,9.6240156569501,144.10621554416554,80.27071967283823,8.654783766469414,251.1603076598056,78.64922292723028,5.759879098631496,60.91988016099341,26.18578797947878,6.844740587427819,283.76676740239,28.135349944919028,1.9268854475336523,278.78406007434444,68.44102327643954,9.82284004426222,165.79341657020134
Type A,Machine 3,0,24.920474573436707,7.554271298063095,61.90363560563573,57.22446344924975,7.469663326609387,284.6558299684824,62.489980573341114,9.214171180300063,191.7942973071396,42.697231635699175,1.4321069236085135,122.33569700171665,95.01583555497803,6.567677476343724,76.6445938108274,89.07042134719049,9.389590982409407,196.60213438643171,88.3097480460887,6.961876883540073,182.4430448974913,42.47863079933293,3.8626295165325795,140.11988062725055,81.8816614205211,2.235488789598719,132.30789209389934,59.78793505382513,3.1406176971995197,299.9514168456932
Type A,Machine 2,0,30.823000008213555,5.663365653626037,157.97991498928025,33.09520384296626,1.8579052165102556,203.00790628934325,56.60251420119664,2.542266872274215,268.70889225184396,73.27934912136351,7.695318440619044,102.89823805722268,68.63154052899215,1.5354759075717914,194.3740081644813,53.68105379090614,1.2901419195572754,189.9098529690596,75.29506399820406,7.845225664064623,271.4252303008464,52.45268307271209,1.1585947782303152,144.29244386120322,26.23766770485819,5.028151496184191,273.33096299183785,55.37108512006591,6.791886780917074,154.2439912473189
Type A,Machine 3,1,47.38117590190829,5.7230083623912495,79.71994871245906,75.38368580377256,6.392761010497425,85.28964147044167,80.4646895024075,3.7777187599432556,83.91992865698299,23.638709790565173,7.247496459773531,76.24827841625697,31.275963426189712,5.593584074004027,273.92185934980347,60.85072507568647,7.424080255728207,103.8816115841658,77.73332613320763,2.2749638390707494,239.09914363168295,74.7622533665291,7.84200552958301,288.4552381187759,83.60794508821712,2.0540819993235897,139.49176715686363,77.55310661170193,8.804918160835136,138.73484170485474
Type C,Machine 2,1,25.142904634175167,5.064942559337947,206.61209614229958,95.0697762864854,4.436173616964239,242.98564790816326,54.104658351787755,9.258030940326417,60.946221836818175,64.897957050296,9.296498565059538,151.28339948060648,32.62615076126256,3.523347778682767,200.34920914446045,75.49756751460464,9.277804985094136,111.97275597178376,63.839460436551434,9.36624159357007,147.36970026341498,34.500480827128456,2.975582393305954,252.13968228310503,25.807493831720308,9.536930650009456,245.4149389163369,25.329699093456384,9.019735990582252,198.0800901730399
Type B,Machine 2,0,29.634050977338326,6.215883613038469,208.08176000225936,25.589245711962185,4.231160926167238,114.15232158209436,68.98226148312938,9.078060436054976,227.82162906101846,75.97796075492289,3.1690008266033938,193.2405632837057,41.81560385265773,2.374369933793152,117.1853826817343,29.613844514150458,5.863207001277479,92.26691513357852,39.65681746547179,4.220146188393911,216.08020896766257,38.90116697945586,7.779266137239002,272.9446294485392,75.04947287667983,7.086093487808151,178.1045004363884,20.841850007174507,7.3896967127603,287.14457701600475
Type B,Machine 2,0,72.15065076868761,1.893219580543362,253.18643624885317,55.637900331432306,5.567407097216464,228.85377170746804,95.75142091888652,2.2819030097290516,50.07907058604006,67.74625269074058,3.234125614658514,98.59338892973325,28.12611375114284,5.939656056521759,114.35351349413327,38.42802791626226,2.6413271879302553,239.2827496567842,66.96149001103757,6.137017855148266,110.87116894409603,54.4457010430048,7.3558452733013535,285.1772149689824,41.73767656251524,7.865805443543167,221.90658082591523,92.85859399611228,1.0854546006859045,161.19052345262043
Type A,Machine 2,1,20.86074126771414,5.8643042216617065,52.6610886915501,29.46920698856678,7.831810146038315,104.62444669566469,73.16814172814858,4.856207753510983,121.45486018572936,81.25716996839581,8.226502353913446,133.65333918278947,62.541034630807,6.1447390964716195,186.78632458904846,41.55022214260761,1.1160455054999088,81.33851580857709,96.11713816450008,5.314448022322165,243.04654461856558,26.109661697640945,1.2543268791553719,77.46251008614189,27.270402697233934,6.141690765310576,145.11790661784042,48.801826106011525,4.596700208533054,169.9904754104943
Type C,Machine 1,0,30.952347396585196,2.6115921784428133,153.7627310468592,99.67722117642418,8.568650306581022,99.14387540153064,44.77825366148912,4.961234371672385,133.7339466191209,59.428520894032616,2.4713022155190636,142.0769688739926,62.0249327749912,1.6968951927904956,84.33442444417587,39.96463179608757,5.074261415669104,141.48362920949634,78.85634120638203,4.93349111461985,177.00885470103583,81.91816904128802,2.2228391318353635,113.66504244223691,43.563463126996425,7.329252686522138,103.71607189240746,87.8233492302621,9.625378133962487,178.8247929072157
Type A,Machine 3,1,78.81508013957378,8.82005573720284,190.6992536825776,46.62291717349721,3.678938385901821,161.51979239673597,51.80644625228986,5.072860018406091,145.13632880677437,69.39416844857834,5.41007063993629,155.05271417112647,80.93215692832979,4.388448047986881,89.47229446580914,93.30794462592276,3.1934890253024637,155.7900680876058,72.9437756089645,7.738002358927516,175.73011722598937,85.06019379868073,4.228250560586242,166.43205637413354,78.07956374841915,6.711087008529299,220.79971771608433,75.14755453054273,8.09077972578963,208.49926338778496
Type C,Machine 1,1,87.39007608385938,5.594789954041842,223.00848445698367,87.73600748588035,4.516684635853437,248.72935251768985,78.72786531587717,2.5355744827914037,209.16969800364402,86.74215693293002,5.432499379190728,161.25281784412346,22.255581860606295,2.458977159048031,109.59866708238937,33.70119018610757,5.1025607361596705,153.3399085621108,96.17208999972792,1.4966667418285988,64.98165067399965,71.8795017400892,8.943307315811339,197.35863584052743,44.62826194888768,8.17797323185241,136.57434514032514,34.43396337810356,7.571100538160092,171.06443187124822
Type A,Machine 3,1,21.989740000297388,8.613529672673852,290.2545547320632,59.072652429047096,3.547375214145374,229.48890554083687,30.049870708287372,5.922835680215416,206.8083887793427,54.55994015656809,5.322847158967906,97.94530426435914,70.52121832113592,6.365204822180244,74.94231688839798,73.32298104290506,9.872658099387529,109.9455026490922,46.32352760718115,8.447625403243585,59.010796692469484,42.74674831241167,5.557344939585874,181.89832333111147,83.59458738246637,3.10867129773132,67.68937753971028,97.08109876665975,4.5269463024412016,136.84662085600826
Type C,Machine 3,0,34.98004029869133,9.314097163163988,168.6649853742947,87.88330380694985,7.600130825052501,144.23772572964668,78.04659414194398,2.176843758824132,84.18019775081305,80.29944267116966,4.975652081341099,153.27382047855275,56.89181231774274,4.1419953952532635,172.84128687247363,73.67614254262291,2.0652250754257846,142.3764704139324,76.20889094728791,8.105744140700654,254.2051148365985,26.55125472046027,6.4059290573952925,174.75326272114654,62.7821869964943,3.2698814012639112,266.64153145675425,96.43531847729786,3.591081025972927,57.56325776186606
Type A,Machine 3,1,33.993584747664855,9.32284000251619,266.9502153438569,60.1860365286738,4.865102637062008,82.36088429707159,77.59402257897841,3.274624649089614,53.15681677967555,56.576948147669796,8.773625930148434,249.71640545785812,79.9014422915271,8.339093513846148,109.16549790979249,30.512638910401293,1.1376991539126955,138.33356694787292,48.12794232856673,9.99821748903702,215.1208500123491,56.000102753174666,5.94133480637252,253.0984400948522,25.797624451113332,3.274698739024407,287.9859219516037,47.7960854902009,5.171958125939186,274.02283352431004
Type A,Machine 1,1,21.43049811144472,1.7301715600974965,205.82970778337318,54.61863311326858,6.833997555693734,193.31515749885304,57.002588164169495,4.787746504542056,197.30388287704884,32.82800301100254,4.06534547648452,130.9908358112237,91.25339509840418,9.975255213549591,241.13675707596485,91.86891386043384,3.10676982817964,238.0909854422659,77.08051239037587,4.055340046827063,255.6842352038403,96.34673713564725,8.788723449921743,267.2519363875752,94.36296635007015,2.944537706563156,118.1971049470271,87.34010565220129,8.945149115558824,231.26003278749448
Type C,Machine 2,1,44.69110546613345,9.928204392643494,133.17838751923506,91.66407787490289,9.463885232587888,243.0303731294748,53.816510908174095,2.3109764999577935,202.56553626437838,27.6604518629144,8.798763676452761,135.0474483927553,49.84067776002668,5.553091495748026,224.50667223774954,80.1470486019142,1.9820919736163263,87.77199484831434,78.52838575530612,2.71462768973098,103.89872266099135,28.79712183199114,6.416897289516799,125.03139781766377,29.896714038798258,9.729721125944785,220.97466725597758,64.62627483166365,4.634186698604571,112.80432272126465
Type B,Machine 3,1,54.962273788569874,3.108270741042559,167.49961111007855,71.98262722448892,8.692715826136759,120.09593451159357,45.83907359321839,2.3407001657096123,118.64127752133797,98.9194472913004,6.508765825633878,246.34212728138073,56.310799434053614,4.437544476832977,66.87351243959495,72.57922721853532,2.858561230402901,105.4447223973901,84.2373498154642,8.602522282752915,192.88625129416624,92.47300069190803,3.5998716219394886,173.73552762261534,74.22387907417246,2.459576165142316,185.20528888738048,27.115805402486775,1.98026308554918,138.6787174031948
Type A,Machine 3,1,75.9213505866132,1.8004961772182513,59.647392375696114,35.12125957638271,9.2615842460022,283.24518512355405,84.14571289706305,9.39099981127787,276.86532765666504,29.12643989040002,1.5735953245312198,251.19543723254858,36.198106607084206,5.895083003289669,97.38977904077043,93.11334534677626,3.5412592106818437,86.28623933922125,54.55801305580265,4.6244231808993534,164.3179895743067,44.1881409652983,5.851280276385433,285.12115197757635,26.139591051242242,3.1154864181524284,99.69179675215344,33.63642023584425,3.273338973111355,69.86933300483201
Type B,Machine 3,1,71.6244773225391,5.905341727835707,100.74000509081594,78.34073828663236,6.96020761527419,193.03202726188624,62.16160998168743,7.658827393183702,67.27598270850395,62.866346139792185,7.073227732129897,260.74198529734167,40.44727801315395,6.686877669850221,238.4854502533952,21.259112023972236,4.108306280139794,209.33108651695332,48.58155225329671,3.2439149145357007,73.8727405148114,89.94077370076884,6.884110734662911,195.6079660043058,26.332712135502668,3.191706253748727,234.66005960804105,63.083522802939285,1.976514270690232,247.4244455779382
Type C,Machine 1,0,51.7230918580879,7.973423071482626,241.2651010133926,64.3198772144155,1.3105960557978844,293.7048446656087,52.0629181754013,8.219343804818003,93.90110304593678,35.27614927702167,9.122285143106577,193.9909687750748,69.02478827621046,9.809007934329964,76.60238284128941,55.682542128758286,2.7415783627968606,145.54779937677682,34.52350771438918,9.498951768741035,287.63518341495273,66.26287552073654,2.976172830929765,98.45737432900899,42.854545330543765,4.348626295903193,80.71337312638353,20.22161319024744,7.1443999743220745,287.5014809322497
Type A,Machine 3,0,38.35643294641994,6.842056794098099,72.23753296820513,26.096807248880918,5.24185111548202,145.00783004141047,194.21420442058664,20.927101894141984,2.0711343525741657,36.84245910796781,8.664574623625786,75.70440025416073,50.93165758309722,4.812244098942618,256.48214416499115,86.66724306194313,5.920545118589133,163.6686679252839,46.26155740042083,5.8333070884241796,74.36342243732803,73.24357175725072,6.272359107973444,131.58397416145266,99.29275522513018,6.199891610239961,113.45324308551217,90.5198372989166,4.0758477344155875,67.87540696503359
Type C,Machine 3,0,44.01367060628609,9.79710050054617,212.8386802082743,86.07732053528034,2.633435939715173,170.25877577285226,45.420856390410876,5.122395353557563,172.80555180599256,36.62261840194763,4.774704790762741,100.92841999147856,54.21025748742011,4.215639999089331,259.5783611049301,31.50509961094464,2.3267604393134222,286.11607765636677,73.86222097129186,7.122708687940811,275.3759834574313,77.72260339804035,9.585727489384862,207.102506800399,61.590681644782386,1.4379318921947841,63.806030069916126,78.72677572214337,2.9706835810524264,119.90679304890531
Type C,Machine 2,0,94.25503146098399,7.959852604803389,140.40346051070532,25.002020735585624,7.685815736916728,221.4011959750087,65.88554574988771,3.257634257694766,127.33266968652835,61.20073275811013,9.54352341847246,283.43343285280184,85.0354374700469,9.038541727206452,83.19616849510737,20.01471626935686,5.587592843278006,52.99686565282778,42.45729369177991,5.509977679485404,158.93526905958697,43.971248617658574,7.0304306427736645,223.73124843897926,35.626215032195404,1.8179111245348838,233.37996402214333,70.3834482017422,4.183817028532472,177.6885628203787
Type C,Machine 2,0,61.587053562991116,8.367613843945756,180.60227124804507,73.64546884817744,2.7792221604259373,100.41404407470887,36.30039588431302,6.6960710627197235,280.66954184287624,22.587175668926935,7.807641035776175,73.0432232700339,72.22423064803536,8.466679960575068,164.88187245054883,22.918964075089264,2.1623566113225174,114.0385926099474,34.46517416003437,9.125706669384375,232.40268552879985,84.48851116684685,1.9516730882400153,219.32083587577276,56.7133176775983,8.292883196862796,67.31886293971709,87.4471691480502,2.348404058594418,59.67476295316927
Type B,Machine 3,1,28.968390871539107,3.3980757653656717,142.8319242520356,31.20148710058274,3.539536035136477,163.2505936748966,58.5167661628106,4.609522822027097,88.77815893697031,49.85495229702643,1.0963100737677065,245.37561694195287,99.98373362129132,8.221467829655701,109.59072227805345,34.700882634379596,5.957271906731296,219.00684679804988,85.96798050309975,2.2924506072458373,113.22280997219883,82.74872227264153,9.507557482733958,56.793555577458726,94.41984595174358,9.460548596912203,235.30205706802238,79.76155593289542,7.016390856751088,194.23909862285862
Type C,Machine 2,0,203.26170920040676,16.277657279811397,9.710635119103387,39.74143503099846,5.73136108971804,193.57829926336692,23.097578285728257,1.1684660272763285,182.50871309578793,98.5269016646906,5.486344004892498,211.68865103935013,31.922051046043975,3.7040095304094605,247.82830195358338,93.62709862768749,7.317197744205444,55.65457155758536,90.67382552457212,6.14555617159472,295.9643924842915,45.579634657079716,2.5527490660147403,115.1183096082383,31.963699791147384,4.64216254334356,143.37474117464828,97.96415475717983,7.102113344697778,152.4888474495504
Type A,Machine 2,1,27.559088926071986,3.4529766756603513,132.63789404552108,87.71208963611572,8.013157010914423,204.9667551256958,37.823645900681065,9.501105253949138,282.7418027700322,44.75784236928618,8.08981826691656,119.87816772080527,66.74240028975798,7.409271338674544,220.3404487943787,27.87731692610123,9.424971595882049,127.2993284469801,60.52669247526229,7.428160395744492,262.44197514107714,28.491770634015054,3.4610287561539597,97.75684854383172,47.560695000106506,8.017646261918633,83.38215788741928,67.77773521479008,8.331475023160037,100.41617090639232
Type B,Machine 1,1,34.023907251718256,4.732315280475898,106.82152315342944,43.46735119735723,4.981704289161097,192.03716902102371,36.644118033774305,8.640075083850583,55.762401745547734,35.864351622141825,9.58892553859406,203.63011414437938,38.802474481978926,6.114855944294684,253.9056779389151,84.52443751266048,8.176806215724241,294.4780065421804,81.55097258923729,7.615968143021761,163.72408147273472,60.637348722871934,8.86648307798749,95.46044547572333,57.49589657836334,5.796446459848045,178.1392172705141,35.523534557157774,8.24973303038059,271.4805108544024
Type B,Machine 3,0,91.81483441891908,6.769011373825242,297.06640164477733,96.93174425181535,4.1944437420550855,255.17716972108093,89.35528354457631,2.0471852801766346,115.03868529158325,43.251328089729725,9.191910103305077,97.92771771180307,62.6458553038436,4.923255358761975,147.76251815300856,79.78970127712623,4.635483384157656,246.16976748311228,49.9077287470065,5.455242593687189,104.97492505132738,67.82901545690274,7.548231487530347,56.894930667847746,92.28937043688657,2.6642268250661587,225.67001526749152,21.585892390744903,9.584132630517608,121.22215085148525
